b34618 0 -1.606000 -1.399225
b36110 0 -1.247000 -1.214605
b32733 0 -1.318000 -1.307567
b54214 0 -1.238000 -1.403277
b25242 0 -1.138000 -1.234769
b21032 0 -1.104000 -1.220536
b53611 0 -1.317000 -1.421928
b45981 0 -1.558000 -1.390514
b16385 0 -1.438000 -1.669386
b22626 0 -2.200000 -1.688076
b13083 0 -1.270000 -1.241898
b15654 0 -1.546000 -1.295347
b27735 0 -1.552000 -1.448350
b26955 0 -1.713000 -1.325620
b13667 0 -1.389000 -1.436298
b01906 0 -1.725000 -1.758810
b61412 0 -1.973000 -1.837860
b17874 0 -1.326000 -1.376834
b09913 0 -1.393000 -1.382076
b10250 0 -1.363000 -1.307253
b15784 0 -1.583000 -1.412589
b35281 0 -1.401000 -1.411697
b24344 0 -1.310000 -1.334996
b61699 0 -1.210000 -1.098280
b15197 0 -1.528000 -1.495431
b10633 0 -1.232000 -1.226043
b10053 0 -1.305000 -1.290293
b03993 0 -1.339000 -1.197961
b58038 0 -1.727000 -1.472525
b61205 0 -1.330000 -1.324985
b13763 0 -1.529000 -1.523406
b17312 0 -1.195000 -1.287774
b61098 0 -1.949000 -1.889068
b59194 0 -1.336000 -1.473524
b09789 0 -1.810000 -1.851843
b62131 0 -1.359000 -1.318401
b02176 0 -1.365000 -1.407141
b13316 0 -1.287000 -1.223561
b23658 0 -1.467000 -1.532816
b00752 0 -1.278000 -1.277068
b21382 0 -1.573000 -1.369076
b13743 0 -1.537000 -1.695049
b36299 0 -2.402000 -2.061320
b65632 0 -1.336000 -1.296514
b29323 0 -1.327000 -1.208307
b23364 0 -2.136000 -2.030542
b46413 0 -1.513000 -1.556707
b26151 0 -1.523000 -1.398278
b05736 0 -1.489000 -1.589543
b29571 0 -1.480000 -1.564006
b58532 0 -1.514000 -1.427218
b33513 0 -1.506000 -1.202080
b56582 0 -1.463000 -1.340816
b02513 0 -1.667000 -1.770340
b44783 0 -1.512000 -1.467695
b33388 0 -1.427000 -1.418687
b27466 0 -1.371000 -1.369796
b21660 0 -1.355000 -1.313562
b61850 0 -0.494000 -0.263171
b15081 0 -1.430000 -1.434893
b61432 0 -1.619000 -1.438336
b23100 0 -1.478000 -1.508691
b31790 0 -1.510000 -1.420462
b20712 0 -1.306000 -1.087117
b15753 0 -1.529000 -1.564383
b62632 0 -1.530000 -1.630091
b33855 0 -1.199000 -1.172331
b45809 0 -1.323000 -1.261188
b24024 0 -1.318000 -1.269344
b52764 0 -1.458000 -1.389850
b16680 0 -1.333000 -1.254353
b25352 0 -1.416000 -1.431432
b53905 0 -1.498000 -1.403291
b10385 0 -1.309000 -1.212159
b35849 0 -1.450000 -1.323903
b18608 0 -1.851000 -1.750288
b08652 0 -1.252000 -1.278928
b57040 0 -0.790000 -0.755418
b54379 0 -1.391000 -1.306957
b54792 0 -1.731000 -1.703592
b56304 0 -2.496000 -2.272353
b58579 0 -0.950000 -1.130033
b00637 0 -1.406000 -1.390094
b33574 0 -1.351000 -1.533637
b03311 0 -1.311000 -1.426581
b18525 0 -1.661000 -1.524542
b21392 0 -1.383000 -1.513600
b29647 0 -1.264000 -1.294169
b01841 0 -1.172000 -1.496570
b14778 0 -1.285000 -1.262695
b44705 0 -1.409000 -1.626076
b12815 0 -1.373000 -1.475345
b23198 0 -1.201000 -1.462095
b34665 0 -1.322000 -1.274946
b35212 0 -1.490000 -1.406010
b09227 0 -1.319000 -1.263091
b24053 0 -1.199000 -1.265256
b07235 0 -1.357000 -1.137631
b28549 0 -1.419000 -1.428600
b05151 0 -1.388000 -1.379901
b27579 0 -1.665000 -1.536689
b57715 0 -1.551000 -1.360098
b10459 0 -1.546000 -1.552698
b61438 0 -1.433000 -1.336809
b55897 0 -1.415000 -0.914314
b59947 0 -0.879000 -0.978618
b03988 0 -1.334000 -1.368902
b32493 0 -1.410000 -1.493742
b45879 0 -1.310000 -1.399483
b17393 0 -1.209000 -1.205566
b05636 0 -1.382000 -1.348130
b16185 0 -1.012000 -1.057933
b24649 0 -1.226000 -1.172649
b27374 0 -1.439000 -1.426294
b17815 0 -1.478000 -1.464183
b59772 0 -1.383000 -1.385287
b15050 0 -1.336000 -1.380877
b11823 0 -1.086000 -0.875080
b03157 0 -1.415000 -1.216781
b34678 0 -1.377000 -1.366735
b24910 0 -1.284000 -1.247907
b13385 0 -1.592000 -1.280566
b45832 0 -1.651000 -1.561965
b14511 0 -0.820000 -0.640749
b57745 0 -1.330000 -1.378000
b14403 0 -2.003000 -1.680368
b56278 0 -1.240000 -1.382807
b35532 0 -1.493000 -1.474200
b08080 0 -1.328000 -1.278582
b59176 0 -1.445000 -1.391865
b02461 0 -1.384000 -1.267660
b32865 0 -1.243000 -1.231898
b55887 0 -1.596000 -1.722324
b11229 0 -1.922000 -1.781446
b10907 0 -1.280000 -1.348567
b11426 0 -1.368000 -1.378881
b09371 0 -1.259000 -1.302991
b01107 0 -1.298000 -1.249196
b58148 0 -1.332000 -1.245613
b12587 0 -1.234000 -1.253253
b21293 0 -1.484000 -1.438458
b60845 0 -1.244000 -1.140408
b62125 0 -1.414000 -1.419191
b55750 0 -0.927000 -0.724442
b00405 0 -1.259000 -1.308465
b45966 0 -1.305000 -1.403414
b33751 0 -1.352000 -1.282716
b13923 0 -1.468000 -1.549381
b06956 0 -0.276000 -0.317244
b24260 0 -1.530000 -1.516269
b27600 0 -1.251000 -1.231986
b56389 0 -1.439000 -1.439974
b10226 0 -1.711000 -1.448568
b16539 0 -0.278000 -0.226357
b58746 0 -1.757000 -1.552368
b06960 0 -1.296000 -1.348687
b15490 0 -1.236000 -1.247774
b60606 0 -1.476000 -1.420436
b16284 0 -1.836000 -1.463590
b57360 0 -1.399000 -1.513995
b16203 0 -1.369000 -1.492448
b65735 0 -2.378000 -1.804960
b59995 0 -1.218000 -1.227732
b59339 0 -1.433000 -1.384706
b32059 0 -1.308000 -1.316542
b57671 0 -1.645000 -1.590172
b63427 0 -2.415000 -2.091522
b17225 0 -1.272000 -1.551878
b46234 0 -0.725000 -0.722150
b02130 0 -1.547000 -1.629085
b56235 0 -1.327000 -1.402393
b32325 0 -1.217000 -1.284399
b24926 0 -1.479000 -1.348465
b60937 0 -1.823000 -1.433039
b03681 0 -1.546000 -1.522519
b25580 0 -1.411000 -1.386235
b20646 0 -1.397000 -1.344553
b17720 0 -1.399000 -1.397141
b46087 0 -1.446000 -1.357331
b10349 0 -1.273000 -1.357864
b02174 0 -1.016000 -0.872717
b01548 0 -1.370000 -1.188714
b35910 0 -1.250000 -1.293974
b27525 0 -1.266000 -1.243597
b22738 0 -1.479000 -1.453547
b12579 0 -1.305000 -1.384038
b05362 0 -1.306000 -1.262358
b55166 0 -1.201000 -1.225376
b60190 0 -1.353000 -1.048253
b60663 0 -1.304000 -1.398430
b48551 0 -2.049000 -1.664679
b13457 0 -1.496000 -1.479128
b11128 0 -2.253000 -1.955705
b62935 0 -1.372000 -1.356686
b32770 0 -1.934000 -1.811347
b59826 0 -1.402000 -1.345148
b35783 0 -1.347000 -1.334566
b10483 0 -1.282000 -1.236450
b15783 0 -1.257000 -1.276142
b58727 0 -1.319000 -1.249499
b23048 0 -1.254000 -1.298292
b12894 0 -2.477000 -2.238633
b00669 0 -1.060000 -1.028013
b09750 0 -1.364000 -1.233531
b12061 0 -1.238000 -1.231137
b57567 0 -1.823000 -1.960870
b01475 0 -1.445000 -1.226960
b13565 0 -1.271000 -1.242767
b58226 0 -1.409000 -1.372932
b31538 0 -1.547000 -1.363243
b10045 0 -1.285000 -1.240696
b06622 0 -1.415000 -1.426142
b20221 0 -1.330000 -1.255894
b12173 0 -1.624000 -1.519828
b02422 0 -1.359000 -1.197405
b14033 0 -1.318000 -1.303104
b60248 0 -1.433000 -1.547872
b15055 0 -1.262000 -1.286706
b26797 0 -1.289000 -1.242936
b16328 0 -1.949000 -1.638786
b31334 0 -1.412000 -1.385039
b46514 0 -1.217000 -1.394439
b57738 0 -1.399000 -1.351272
b45050 0 -1.575000 -1.504154
b48315 0 -1.374000 -1.373228
b02898 0 -1.269000 -1.320524
b09818 0 -1.380000 -1.294479
b13956 0 -1.295000 -1.234081
b01748 0 -1.132000 -1.238990
b09596 0 -1.351000 -1.261084
b34511 0 -1.262000 -1.401169
b17284 0 -1.296000 -1.275993
b60596 0 -1.397000 -1.356169
b05652 0 -1.519000 -1.494152
b28007 0 -1.227000 -1.019396
b08199 0 -1.446000 -1.359530
b13670 0 -1.274000 -1.238068
b63564 0 -1.992000 -1.662836
b18795 0 -1.325000 -0.996638
b53788 0 -0.221000 -0.263852
b13040 0 -1.369000 -1.271222
b60116 0 -1.344000 -1.495329
b59889 0 -1.441000 -1.602885
b58529 0 -1.461000 -1.313776
b17915 0 -1.460000 -1.477484
b10755 0 -1.158000 -1.430639
b21809 0 -1.195000 -1.370425
b11459 0 -1.282000 -1.356369
b22712 0 -1.631000 -1.503664
b12245 0 -0.991000 -1.003688
b10469 0 -1.284000 -1.180901
b22247 0 -1.468000 -1.481843
b61091 0 -1.553000 -1.553917
b10822 0 -1.432000 -1.503383
b16672 0 -1.485000 -1.308361
b55415 0 -1.742000 -1.412291
b26134 0 -1.918000 -1.784270
b57536 0 -1.374000 -1.358529
b23721 0 -1.268000 -1.280256
b10400 0 -1.496000 -1.511449
b58309 0 -1.414000 -1.379729
b11401 0 -1.513000 -1.354443
b34512 0 -1.309000 -1.324312
b32243 0 -1.295000 -1.366775
b11604 0 -1.273000 -1.246703
b15716 0 -1.425000 -1.263023
b06029 0 -1.481000 -1.417329
b14535 0 -1.427000 -1.330710
b09701 0 -1.143000 -1.194196
b53280 0 -1.516000 -1.563425
b10613 0 -1.275000 -1.206552
b56112 0 -1.659000 -1.574777
b10105 0 -1.472000 -1.374416
b27734 0 -0.593000 -0.468013
b27625 0 -1.442000 -1.346762
b01821 0 -1.559000 -1.348710
b33356 0 -1.584000 -1.658449
b56117 0 -1.504000 -1.495047
b58716 0 -1.292000 -1.360698
b44348 0 -1.313000 -1.262445
b59552 0 -1.799000 -1.440538
b58234 0 -1.251000 -1.276208
b11342 0 -0.913000 -0.798523
b13413 0 -1.310000 -1.226985
b13086 0 -1.280000 -1.302129
b10331 0 -1.354000 -1.410952
b10234 0 -1.296000 -1.213044
b44908 0 -1.838000 -1.431187
b56798 0 -1.593000 -1.615749
b09218 0 -1.438000 -1.322321
b33357 0 -1.265000 -1.362669
b01588 0 -1.148000 -1.307984
b54705 0 -1.234000 -1.192225
b49528 0 -1.235000 -1.289437
b16734 0 -1.744000 -1.645168
b12170 0 -1.393000 -1.405765
b23702 0 -1.423000 -1.373602
b34668 0 -1.672000 -1.504360
b35691 0 -1.484000 -1.680547
b20388 0 -1.817000 -1.716736
b27439 0 -1.357000 -1.400060
b62348 0 -1.497000 -1.565684
b14272 0 -1.236000 -1.228237
b07939 0 -1.315000 -1.285484
b60337 0 -2.063000 -1.983600
b36066 0 -1.478000 -1.536859
b27459 0 -0.246000 -0.241891
b14925 0 -1.245000 -1.221382
b22953 0 -1.483000 -1.419592
b59634 0 -1.362000 -1.308235
b61623 0 -1.374000 -1.423190
b28904 0 -1.374000 -1.205528
b12586 0 -1.719000 -1.712145
b35113 0 -1.419000 -1.513451
b36655 0 -1.375000 -1.443716
b17940 0 -1.260000 -1.271762
b13274 0 -1.437000 -1.516182
b53903 0 -2.054000 -1.826569
b08793 0 -1.506000 -1.363644
b00981 0 -1.421000 -1.393463
b58435 0 -1.333000 -1.372757
b20651 0 -1.475000 -1.504186
b00593 0 -1.401000 -1.346237
b35357 0 -1.310000 -1.297327
b34258 0 -1.363000 -1.402074
b09064 0 -1.411000 -1.300243
b52025 0 -1.959000 -1.656089
b13934 0 -1.368000 -1.432376
b03730 0 -1.437000 -1.238868
b13731 0 -0.900000 -0.936756
b02507 0 -1.603000 -1.686515
b10547 0 -1.280000 -1.676023
b30029 0 -1.314000 -1.411212
b28014 0 -1.217000 -1.208087
b10774 0 -1.442000 -1.346346
b12608 0 -1.328000 -1.329462
b35321 0 -1.203000 -1.201030
b14304 0 -1.160000 -1.252707
b35766 0 -1.406000 -1.422401
b09003 0 -2.254000 -1.992910
b05078 0 -1.313000 -1.389410
b33394 0 -1.611000 -1.574810
b53886 0 -1.246000 -1.339294
b15979 0 -1.289000 -1.254865
b53958 0 -1.243000 -1.482528
b05724 0 -1.073000 -1.523646
b18431 0 -1.563000 -1.667809
b54788 0 -1.392000 -1.567869
b06242 0 -1.309000 -1.285891
b30302 0 -1.400000 -1.445171
b61154 0 -1.964000 -1.717477
b11773 0 -2.158000 -2.101629
b14727 0 -1.444000 -1.538658
b35191 0 -1.278000 -1.267757
b06288 0 -1.520000 -1.622550
b18479 0 -0.595000 -0.742134
b36584 0 -1.378000 -1.405603
b59405 0 -1.195000 -1.251180
b10295 0 -0.874000 -0.777164
b22592 0 -2.261000 -1.714568
b12162 0 -0.619000 -0.649755
b24182 0 -1.440000 -1.612322
b19288 0 -1.211000 -1.217245
b56924 0 -0.789000 -0.754556
b02968 0 -1.230000 -1.273297
b01043 0 -2.388000 -2.205066
b45017 0 -1.144000 -1.443024
b10497 0 -1.256000 -1.324095
b26267 0 -1.691000 -1.945529
b54474 0 -2.250000 -2.019283
b09458 0 -1.506000 -1.409242
b22101 0 -1.001000 -1.067447
b03613 0 -1.596000 -1.522489
b33324 0 -1.816000 -1.769783
b19932 0 -2.188000 -1.791734
b12431 0 -0.834000 -0.682285
b34930 0 -1.546000 -1.522877
b61542 0 -1.886000 -1.858930
b66461 0 -1.278000 -1.250740
b42935 0 -1.941000 -1.763185
b15328 0 -1.307000 -1.199082
b27382 0 -1.201000 -1.187969
b14150 0 -1.529000 -1.442279
b33197 0 -1.096000 -1.230819
b09159 0 -1.289000 -1.285572
b35731 0 -1.324000 -1.281149
b45289 0 -1.644000 -1.256739
b11897 0 -1.267000 -1.182216
b18721 0 -1.336000 -1.342378
b53341 0 -1.506000 -1.625172
b06730 0 -1.526000 -1.478441
b64347 0 -1.173000 -1.165498
b26814 0 -1.359000 -1.265455
b35132 0 -0.952000 -1.187685
b16355 0 -1.773000 -1.719553
b17397 0 -1.028000 -1.195463
b15411 0 -0.977000 -1.050026
b26050 0 -1.108000 -0.978283
b27000 0 -1.371000 -1.535280
b57113 0 -0.970000 -0.934395
b35908 0 -2.275000 -2.006516
b36235 0 -1.250000 -1.311606
b17724 0 -1.378000 -1.398317
b14776 0 -1.540000 -1.305976
b61720 0 -1.299000 -1.377089
b62333 0 -1.602000 -1.670933
b11080 0 -1.272000 -1.303481
b30863 0 -2.480000 -2.114070
b34960 0 -1.315000 -1.400689
b15745 0 -1.443000 -1.304275
b09383 0 -1.283000 -1.184105
b33529 0 -2.032000 -1.997804
b17462 0 -1.389000 -1.376010
b12502 0 -1.493000 -1.287245
b56151 0 -2.024000 -2.010442
b25875 0 -1.606000 -1.681850
b05114 0 -1.308000 -1.261657
b49843 0 -0.481000 -0.468528
b02158 0 -1.565000 -1.533962
b35498 0 -1.297000 -1.258951
b20813 0 -1.323000 -1.231075
b13632 0 -1.272000 -1.340254
b13236 0 -1.399000 -1.514144
b11463 0 -1.227000 -1.275882
b11185 0 -1.346000 -1.548111
b34030 0 -0.732000 -0.553771
b53707 0 -1.278000 -1.291416
b16131 0 -1.338000 -1.230161
b03657 0 -1.384000 -1.233086
b57897 0 -0.943000 -1.202106
b15092 0 -1.276000 -1.426577
b16690 0 -1.347000 -1.321612
b58504 0 -1.613000 -1.701597
b11839 0 -2.044000 -2.056559
b13506 0 -1.341000 -1.334950
b12949 0 -1.544000 -1.611089
b52790 0 -1.442000 -1.696104
b57190 0 -1.180000 -1.228434
b34900 0 -1.527000 -1.556664
b14573 0 -1.346000 -1.317085
b03202 0 -1.320000 -1.305252
b44830 0 -1.365000 -1.311679
b27838 0 -1.363000 -1.301045
b10436 0 -1.620000 -1.278873
b09627 0 -1.401000 -1.281204
b01493 0 -1.562000 -1.591999
b32274 0 -1.602000 -1.920568
b23620 0 -1.223000 -1.286540
b14577 0 -1.290000 -1.322335
b45735 0 -1.587000 -1.592059
b09428 0 -1.343000 -1.382970
b24118 0 -1.585000 -1.680757
b58015 0 -1.980000 -1.684798
b44825 0 -1.996000 -2.013322
b33326 0 -1.411000 -1.371018
b24976 0 -1.320000 -1.411439
b60015 0 -0.803000 -0.812005
b13534 0 -1.344000 -1.392569
b12710 0 -1.293000 -1.252866
b05728 0 -1.603000 -1.490092
b01598 0 -1.283000 -1.261557
b15475 0 -2.040000 -1.765611
b04246 0 -1.354000 -1.314487
b03330 0 -1.230000 -1.150070
b25972 0 -1.284000 -1.216561
b08665 0 -1.091000 -1.189244
b13326 0 -1.594000 -1.486424
b34915 0 -1.263000 -1.254502
b15592 0 -1.568000 -1.540748
b19862 0 -2.358000 -2.194136
b34706 0 -1.320000 -1.325772
b11867 0 -1.203000 -1.236961
b02020 0 -0.850000 -0.980040
b04840 0 -1.413000 -1.386456
b36315 0 -2.365000 -1.958792
b03525 0 -1.380000 -1.360873
b55185 0 -1.797000 -1.566124
b29903 0 -1.748000 -1.473121
b01141 0 -1.925000 -1.501333
b62312 0 -1.255000 -1.309642
b11927 0 -1.639000 -1.399784
b10727 0 -1.569000 -1.420145
b05960 0 -1.331000 -1.248874
b32405 0 -1.382000 -1.446811
b03093 0 -1.263000 -1.241577
b45938 0 -1.412000 -1.390572
b09862 0 -0.878000 -0.732960
b15787 0 -1.222000 -1.223729
b44172 0 -1.326000 -1.334532
b27053 0 -1.463000 -1.375649
b62442 0 -1.355000 -1.408748
b56542 0 -1.902000 -1.559976
b08027 0 -1.333000 -1.268174
b01393 0 -1.348000 -1.397125
