b59515 0 -1.399000 -1.286063
b11274 0 -1.447000 -1.581437
b18082 0 -1.326000 -1.344404
b19617 0 -1.271000 -1.278466
b54720 0 -1.752000 -2.076432
b35296 0 -1.431000 -1.342372
b23893 0 -1.301000 -1.633327
b18182 0 -1.583000 -1.374951
b29191 0 -1.673000 -1.688039
b59091 0 -1.391000 -1.440598
b60317 0 -1.244000 -1.374991
b56421 0 -1.536000 -1.717431
b60912 0 -1.254000 -1.276957
b08378 0 -1.618000 -1.680215
b32759 0 -1.249000 -1.203750
b43714 0 -1.056000 -1.421383
b18618 0 -1.385000 -1.486363
b52917 0 -1.482000 -1.375516
b61133 0 -1.412000 -1.319719
b35711 0 -1.574000 -1.389157
b54110 0 -1.030000 -1.344306
b13427 0 -1.434000 -1.378274
b27199 0 -0.961000 -0.926883
b06829 0 -1.412000 -1.430346
b25756 0 -1.376000 -1.390185
b43829 0 -2.000000 -1.813825
b18829 0 -1.173000 -1.273515
b07166 0 -1.388000 -1.351567
b31364 0 -1.733000 -1.604838
b34796 0 -1.396000 -1.300374
b11244 0 -1.342000 -1.880634
b62365 0 -1.252000 -1.395697
b22171 0 -1.489000 -1.455913
b32860 0 -1.233000 -1.427907
b61176 0 -1.570000 -1.597723
b21837 0 -1.327000 -1.249463
b20015 0 -1.190000 -1.260632
b09640 0 -1.234000 -1.183671
b30975 0 -1.385000 -1.381579
b14907 0 -1.498000 -1.472308
b19835 0 -1.446000 -1.431238
b56383 0 -1.407000 -1.309767
b35319 0 -1.581000 -1.562796
b34832 0 -1.409000 -1.289815
b22088 0 -1.608000 -1.266451
b15465 0 -1.348000 -1.373791
b12325 0 -1.691000 -1.460645
b13943 0 -1.460000 -1.266855
b12684 0 -1.275000 -1.237753
b33130 0 -1.467000 -1.484299
b09799 0 -1.988000 -1.842700
b14124 0 -1.301000 -1.232401
b17297 0 -1.211000 -1.315688
b36133 0 -1.569000 -1.728177
b14064 0 -1.416000 -1.453955
b19256 0 -1.314000 -1.351548
b01433 0 -1.393000 -1.318903
b61842 0 -1.270000 -1.236905
b19843 0 -1.965000 -1.835230
b14497 0 -1.398000 -1.654141
b35663 0 -1.575000 -1.417371
b56796 0 -2.117000 -1.853076
b00447 0 -1.367000 -1.318326
b58165 0 -0.643000 -0.506603
b54486 0 -1.285000 -1.377571
b52337 0 -1.377000 -1.388370
b13700 0 -1.426000 -1.701374
b12145 0 -0.771000 -0.822610
b58877 0 -1.324000 -1.268217
b18638 0 -0.733000 -0.916826
b09959 0 -1.596000 -1.555639
b54758 0 -1.925000 -1.754532
b19233 0 -1.290000 -1.444852
b12978 0 -0.508000 -0.459947
b02311 0 -1.391000 -1.423944
b09899 0 -1.692000 -1.523037
b00103 0 -1.627000 -1.747205
b35254 0 -1.076000 -1.287468
b08533 0 -1.525000 -1.487611
b54535 0 -1.588000 -1.213189
b60312 0 -1.517000 -1.327690
b21862 0 -1.892000 -1.824032
b21645 0 -1.383000 -1.320371
b58883 0 -1.432000 -1.417942
b13296 0 -1.421000 -1.336053
b13659 0 -1.307000 -1.308214
b56412 0 -1.350000 -1.222399
b16794 0 -1.461000 -1.401290
b02069 0 -0.660000 -0.355497
b60137 0 -1.286000 -1.323367
b12172 0 -1.276000 -1.394881
b60241 0 -1.309000 -1.270339
b10573 0 -1.387000 -1.426014
b27759 0 -1.280000 -1.422700
b59610 0 -1.140000 -1.253396
b60931 0 -1.603000 -1.505012
b08797 0 -1.262000 -1.291009
b57009 0 -1.297000 -1.396274
b25024 0 -1.424000 -1.418358
b58885 0 -1.323000 -1.345248
b31694 0 -1.662000 -1.627610
b21731 0 -1.634000 -1.492007
b12300 0 -1.153000 -1.208368
b61795 0 -1.399000 -1.304007
b21877 0 -1.420000 -1.205526
b03061 0 -1.255000 -1.238469
b35867 0 -1.479000 -1.508148
b03262 0 -1.222000 -1.211207
b04944 0 -1.308000 -1.307879
b56886 0 -1.284000 -1.435449
b12420 0 -1.436000 -1.460698
b02900 0 -1.473000 -1.502071
b14006 0 -1.239000 -1.403619
b34227 0 -1.567000 -1.522517
b62712 0 -1.265000 -1.329633
b56442 0 -1.435000 -1.420692
b08763 0 -1.395000 -1.294184
b06915 0 -1.387000 -1.249168
b64409 0 -1.571000 -1.659914
b19048 0 -1.275000 -1.273777
b59461 0 -1.332000 -1.285711
b02397 0 -1.621000 -1.651117
b34644 0 -1.382000 -1.389528
b10082 0 -1.003000 -1.154744
b33019 0 -1.346000 -1.260479
b22202 0 -1.033000 -0.854129
b49642 0 -1.089000 -1.316517
b16414 0 -1.650000 -1.695597
b56360 0 -1.409000 -1.278483
b57252 0 -1.386000 -1.345997
b29611 0 -1.292000 -1.209588
b56944 0 -1.463000 -1.438549
b35901 0 -1.336000 -1.234270
b33617 0 -1.844000 -1.348451
b10679 0 -2.283000 -1.558973
b52755 0 -1.513000 -1.585061
b44858 0 -1.126000 -1.438979
b25299 0 -1.318000 -1.347634
b01940 0 -1.425000 -1.379004
b12447 0 -0.704000 -0.727519
b13085 0 -1.368000 -1.490073
b29235 0 -1.395000 -1.259846
b33188 0 -1.296000 -1.464811
b52941 0 -1.326000 -1.351488
b52048 0 -1.807000 -1.781180
b57340 0 -1.007000 -1.171055
b01523 0 -1.494000 -1.241053
b57154 0 -1.357000 -1.253642
b04074 0 -1.291000 -1.184321
b13110 0 -1.427000 -1.420578
b53263 0 -1.484000 -1.250319
b34902 0 -1.672000 -1.423489
b34438 0 -0.679000 -0.606850
b30004 0 -2.062000 -1.770669
b02806 0 -1.250000 -1.362364
b14900 0 -1.695000 -1.392171
b18130 0 -1.456000 -1.426462
b13299 0 -1.253000 -1.248883
b14441 0 -1.301000 -1.515148
b10384 0 -1.930000 -1.923428
b13991 0 -2.030000 -2.026600
b61946 0 -0.579000 -0.737683
b35765 0 -1.551000 -1.336166
b08807 0 -1.344000 -1.418983
b02955 0 -1.593000 -1.705769
b33140 0 -1.329000 -1.291685
b61701 0 -1.439000 -1.370567
b14410 0 -1.310000 -1.241106
b19455 0 -2.180000 -2.099959
b08538 0 -1.528000 -1.533729
b01105 0 -1.405000 -1.320451
b10886 0 -1.294000 -1.229744
b15010 0 -1.435000 -1.500300
b52955 0 -1.210000 -1.239542
b58049 0 -1.437000 -1.393942
b27695 0 -1.206000 -1.351960
b13027 0 -1.360000 -1.237327
b14798 0 -1.826000 -1.798449
b05332 0 -1.536000 -1.401719
b46290 0 -0.246000 -0.272408
b57582 0 -1.191000 -1.301625
b14400 0 -1.422000 -1.292606
b13634 0 -1.347000 -1.132300
b15004 0 -1.481000 -1.279728
b14174 0 -1.313000 -1.302043
b42547 0 -0.103000 -0.233364
b55134 0 -1.171000 -1.232891
b02940 0 -0.264000 -0.237312
b21735 0 -1.957000 -1.834935
b31883 0 -1.423000 -1.361596
b13120 0 -1.292000 -1.216924
b55862 0 -1.113000 -1.285708
b08179 0 -1.715000 -1.509367
b17385 0 -1.383000 -1.423062
b48822 0 -1.532000 -1.512748
b62439 0 -1.255000 -1.223874
b35807 0 -1.320000 -1.242044
b61744 0 -0.738000 -1.089677
b20544 0 -1.459000 -1.430622
b08353 0 -1.280000 -1.506323
b35170 0 -2.120000 -1.806188
b08379 0 -1.447000 -1.414279
b60967 0 -1.367000 -1.271144
b63488 0 -1.379000 -1.296088
b12111 0 -1.323000 -1.245943
b57401 0 -1.043000 -1.104152
b25348 0 -1.289000 -1.388183
b28526 0 -1.610000 -1.620886
b14590 0 -1.385000 -1.386702
b65762 0 -1.149000 -1.288508
b34215 0 -1.462000 -1.397827
b36033 0 -1.362000 -1.445179
b35631 0 -1.052000 -1.266759
b09841 0 -1.367000 -1.387127
b62798 0 -1.398000 -1.296845
b61526 0 -1.445000 -1.320036
b59695 0 -0.554000 -0.522379
b16793 0 -1.603000 -1.465363
b03003 0 -1.300000 -1.211338
b35883 0 -0.414000 -0.348202
b15309 0 -1.636000 -1.568544
b17726 0 -1.311000 -1.326981
b11195 0 -1.613000 -1.507482
b24367 0 -0.883000 -0.719165
b56995 0 -1.314000 -1.337190
b57310 0 -1.469000 -1.425254
b19775 0 -1.128000 -1.337768
b32058 0 -1.542000 -1.316288
b30956 0 -0.905000 -0.813512
b45503 0 -1.247000 -1.202923
b48192 0 -1.571000 -1.427683
b63116 0 -1.338000 -1.395518
b14966 0 -1.791000 -1.677718
b10892 0 -2.252000 -2.087162
b20526 0 -1.281000 -1.235148
b34420 0 -1.702000 -1.495658
b36472 0 -0.320000 -0.273660
b35641 0 -1.243000 -1.196901
b42903 0 -1.411000 -1.362548
b33831 0 -1.466000 -1.408469
b16805 0 -1.449000 -1.388534
b13052 0 -1.315000 -1.312822
b10527 0 -1.875000 -1.986576
b06171 0 -1.317000 -1.224035
b56195 0 -1.759000 -1.753756
b14323 0 -1.313000 -1.316135
b13857 0 -1.495000 -1.434142
b56506 0 -1.319000 -1.281121
b58823 0 -1.628000 -1.537523
b14329 0 -1.252000 -1.161922
b28188 0 -1.382000 -1.474136
b55427 0 -1.363000 -1.406286
b60428 0 -1.449000 -1.349624
b56655 0 -1.174000 -1.284845
b04008 0 -1.227000 -1.523721
b03238 0 -1.147000 -1.259328
b06546 0 -1.456000 -1.420163
b34754 0 -1.282000 -1.236634
b58916 0 -1.228000 -1.281616
b15254 0 -1.311000 -1.213299
b54137 0 -1.319000 -1.259676
b11475 0 -1.298000 -1.351557
b44265 0 -1.179000 -1.205549
b05144 0 -1.331000 -1.283973
b58210 0 -1.794000 -1.388662
b02821 0 -1.500000 -1.324062
b32260 0 -1.546000 -1.460199
b23237 0 -0.612000 -0.449414
b57077 0 -1.413000 -1.383373
b58444 0 -1.483000 -1.306923
b01837 0 -1.751000 -1.763416
b59337 0 -1.544000 -1.570531
b12892 0 -1.286000 -1.230009
b23107 0 -1.208000 -1.262242
b33973 0 -1.269000 -1.255751
b57407 0 -1.283000 -1.255988
b14119 0 -1.298000 -1.243697
b58184 0 -1.631000 -1.315172
b29892 0 -1.452000 -1.442671
b43206 0 -1.361000 -1.153520
b36335 0 -0.802000 -0.937303
b56222 0 -1.268000 -1.276389
b17622 0 -1.324000 -1.211204
